image,object,cls_conf,dfl_conf,mean_edge_conf,mean_width,max_width,width_left,width_top,width_right,width_bottom,stride,mean_entropy,mean_variance,jaccard,instability,ambiguous_ratio,identity_switches,matched_gt
"images/val/273271,1f194000b8070849.jpg",2,0.738411009311676,0.6522728800773621,0.8740019798278809,1.25,3.0,1.0,1.0,3.0,0.0,32.0,0.8545364141464233,0.48556411266326904,0.8619047403335571,0.13809525966644287,0.4444444477558136,0.0,0
"images/val/273271,1fe910001b52222b.jpg",0,0.9483591914176941,0.9722365140914917,0.9883692264556885,0.75,1.0,1.0,1.0,0.0,1.0,32.0,0.4964755177497864,0.15413059294223785,1.0,0.0,0.0,0.0,4
"images/val/273271,1fe910001b52222b.jpg",1,0.8510794639587402,0.94004887342453,0.9735227227210999,1.0,1.0,1.0,1.0,1.0,1.0,32.0,0.7030271291732788,0.2641807198524475,0.9464285969734192,0.05357140302658081,0.25,0.0,2
"images/val/273271,1fe910001b52222b.jpg",2,0.8274095058441162,0.9153551459312439,0.9555550813674927,1.0,1.0,1.0,1.0,1.0,1.0,32.0,0.7576428651809692,0.29961317777633667,1.0,0.0,0.0,0.0,3
"images/val/273271,1fe910001b52222b.jpg",3,0.781746506690979,0.920292854309082,0.9602972269058228,1.0,1.0,1.0,1.0,1.0,1.0,32.0,0.6810787916183472,0.2560955882072449,1.0,0.0,0.0,0.0,0
"images/val/273271,219640002d98657b.jpg",0,0.7973207831382751,0.6803510189056396,0.9132922887802124,1.5,3.0,1.0,1.0,3.0,1.0,32.0,0.8957453370094299,0.5536232590675354,0.913095235824585,0.08690476417541504,0.3529411852359772,0.0,0
"images/val/273271,219640002d98657b.jpg",1,0.7812762260437012,0.6877171397209167,0.8778218626976013,1.0,2.0,2.0,1.0,1.0,0.0,32.0,0.9263401627540588,0.6128697395324707,0.9821428656578064,0.017857134342193604,0.1428571492433548,0.0,3
"images/val/273271,219640002d98657b.jpg",2,0.6822165846824646,0.8682763576507568,0.9370677471160889,1.25,2.0,1.0,1.0,2.0,1.0,32.0,0.7602068185806274,0.32891520857810974,0.913095235824585,0.08690476417541504,0.2666666805744171,0.0,1
"images/val/273271,22d4b000dc140bf3.jpg",0,0.9359281659126282,0.9765656590461731,0.9904567003250122,1.0,1.0,1.0,1.0,1.0,1.0,16.0,0.578506588935852,0.19252941012382507,1.0,0.0,0.0,0.0,4
"images/val/273271,22d4b000dc140bf3.jpg",1,0.9076589941978455,0.9357352256774902,0.9757500886917114,1.0,1.0,1.0,1.0,1.0,1.0,16.0,0.5599451065063477,0.17943108081817627,0.9642857313156128,0.03571426868438721,0.1428571492433548,0.0,5
"images/val/273271,22d4b000dc140bf3.jpg",2,0.8693878054618835,0.8863089084625244,0.9639294147491455,1.25,2.0,2.0,1.0,1.0,1.0,32.0,0.7189300060272217,0.2568023204803467,0.8079365491867065,0.19206345081329346,0.6842105388641357,0.0,2
"images/val/273271,22d4b000dc140bf3.jpg",3,0.8667774200439453,0.942197859287262,0.9736387729644775,0.75,1.0,1.0,1.0,1.0,0.0,32.0,0.601262092590332,0.21362727880477905,0.9309524297714233,0.06904757022857666,0.375,0.0,0
"images/val/273271,22d4b000dc140bf3.jpg",4,0.7999763488769531,0.981438159942627,0.9917271137237549,1.0,1.0,1.0,1.0,1.0,1.0,8.0,0.6197713017463684,0.2076442837715149,0.8859890103340149,0.11401098966598511,0.6428571343421936,0.0,3
"images/val/273271,23d9d0000f219568.jpg",0,0.9464437365531921,0.982042670249939,0.991692304611206,0.75,1.0,0.0,1.0,1.0,1.0,32.0,0.5489689111709595,0.18233980238437653,0.9821428656578064,0.017857134342193604,0.1428571492433548,0.0,0
"images/val/273271,23d9d0000f219568.jpg",1,0.9371827244758606,0.9841832518577576,0.9938184022903442,0.5,1.0,1.0,0.0,0.0,1.0,32.0,0.4732932448387146,0.14967338740825653,0.9154762029647827,0.08452379703521729,0.47058823704719543,0.0,3
"images/val/273271,23d9d0000f219568.jpg",2,0.9239541292190552,0.9911164045333862,0.9925028085708618,0.75,1.0,1.0,0.0,1.0,1.0,32.0,0.5706523060798645,0.18927514553070068,1.0,0.0,0.0,0.0,1
"images/val/273271,23d9d0000f219568.jpg",3,0.8900102972984314,0.9873417019844055,0.9953612089157104,0.75,1.0,1.0,1.0,1.0,0.0,32.0,0.5803300142288208,0.19831059873104095,0.9666666984558105,0.03333330154418945,0.2666666805744171,0.0,2
"images/val/273271,23d9d0000f219568.jpg",4,0.8898651003837585,0.9932653903961182,0.9964252710342407,1.0,1.0,1.0,1.0,1.0,1.0,32.0,0.6100461483001709,0.20683544874191284,0.8976190686225891,0.10238093137741089,0.4117647111415863,0.0,4
"images/val/273271,23d9d0000f219568.jpg",5,0.8680136203765869,0.9814065098762512,0.9929904937744141,0.75,1.0,0.0,1.0,1.0,1.0,32.0,0.4976860582828522,0.16465120017528534,0.9197916984558105,0.08020830154418945,0.5555555820465088,0.0,7
"images/val/273271,23d9d0000f219568.jpg",6,0.819726824760437,0.9615813493728638,0.9783939123153687,0.75,1.0,1.0,1.0,0.0,1.0,8.0,0.5331596732139587,0.171392023563385,0.8952381610870361,0.10476183891296387,0.2666666805744171,0.0,6
"images/val/273271,23d9d0000f219568.jpg",7,0.8145408034324646,0.9633705615997314,0.9810223579406738,0.5,1.0,1.0,1.0,0.0,0.0,8.0,0.48479029536247253,0.1483275592327118,0.8400349617004395,0.15996503829956055,0.7647058963775635,0.0,14
"images/val/273271,23d9d0000f219568.jpg",8,0.7910833358764648,0.9205833077430725,0.9590250253677368,1.0,1.0,1.0,1.0,1.0,1.0,16.0,0.6475860476493835,0.2416456937789917,0.9629120826721191,0.03708791732788086,0.1428571492433548,0.0,5
"images/val/273271,23d9d0000f219568.jpg",9,0.7509057521820068,0.9449077248573303,0.98218834400177,1.0,1.0,1.0,1.0,1.0,1.0,8.0,0.6106040477752686,0.20333045721054077,0.9054622054100037,0.09453779458999634,0.6111111044883728,0.0,16
"images/val/273271,23d9d0000f219568.jpg",10,0.611988365650177,0.8738358020782471,0.945015549659729,1.0,1.0,1.0,1.0,1.0,1.0,8.0,0.7035857439041138,0.2631639242172241,0.7971726655960083,0.2028273344039917,0.6842105388641357,0.0,8
"images/val/273271,265c9000e1a72c57.jpg",0,0.8734598755836487,0.986473560333252,0.9932288527488708,1.0,1.0,1.0,1.0,1.0,1.0,16.0,0.47572046518325806,0.14364732801914215,0.8705357313156128,0.1294642686843872,0.6666666865348816,0.0,9
"images/val/273271,265c9000e1a72c57.jpg",1,0.8417046070098877,0.9720313549041748,0.990389883518219,0.75,1.0,0.0,1.0,1.0,1.0,16.0,0.5466487407684326,0.1749218851327896,0.8229871988296509,0.17701280117034912,0.75,0.0,8
"images/val/273271,265c9000e1a72c57.jpg",2,0.8143786787986755,0.9879086017608643,0.9937734603881836,0.75,1.0,1.0,0.0,1.0,1.0,16.0,0.5901803970336914,0.19764375686645508,0.9642857313156128,0.03571426868438721,0.2142857164144516,0.0,7
"images/val/273271,265c9000e1a72c57.jpg",3,0.8086847066879272,0.9853798151016235,0.9933544397354126,1.0,1.0,1.0,1.0,1.0,1.0,16.0,0.6886734962463379,0.24528224766254425,0.9057539701461792,0.0942460298538208,0.6842105388641357,0.0,4
"images/val/273271,265c9000e1a72c57.jpg",4,0.7938169836997986,0.9763257503509521,0.9897617101669312,1.0,1.0,1.0,1.0,1.0,1.0,16.0,0.6135163307189941,0.20637932419776917,0.8864583373069763,0.11354166269302368,0.4444444477558136,0.0,0
"images/val/273271,265c9000e1a72c57.jpg",5,0.7760647535324097,0.9819668531417847,0.9928914308547974,1.0,1.0,1.0,1.0,1.0,1.0,16.0,0.6364089250564575,0.2185191661119461,0.9411764740943909,0.05882352590560913,0.47058823704719543,0.0,6
"images/val/273271,265c9000e1a72c57.jpg",6,0.7612736225128174,0.9770565032958984,0.9868988990783691,0.5,1.0,1.0,0.0,0.0,1.0,16.0,0.4415184259414673,0.12798145413398743,0.8658233880996704,0.1341766119003296,0.6842105388641357,0.0,2
"images/val/273271,265c9000e1a72c57.jpg",7,0.7595953345298767,0.9386751055717468,0.9721382856369019,0.5,1.0,1.0,0.0,1.0,0.0,16.0,0.451290488243103,0.12889395654201508,0.8721288442611694,0.12787115573883057,0.5263158082962036,0.0,10
"images/val/273271,265c9000e1a72c57.jpg",8,0.7207840085029602,0.9560185670852661,0.9741856455802917,0.75,1.0,0.0,1.0,1.0,1.0,16.0,0.6115516424179077,0.20857852697372437,0.8773809671401978,0.12261903285980225,0.6470588445663452,0.0,5
"images/val/273271,299570006cb822b1.jpg",0,0.9197155833244324,0.9856887459754944,0.9934009909629822,0.75,1.0,1.0,1.0,0.0,1.0,32.0,0.5253661274909973,0.17176049947738647,1.0,0.0,0.0,0.0,0
"images/val/273271,299570006cb822b1.jpg",1,0.8875939846038818,0.9586036205291748,0.977806568145752,1.0,1.0,1.0,1.0,1.0,1.0,16.0,0.6461141109466553,0.22703899443149567,0.9285714626312256,0.07142853736877441,0.20000000298023224,0.0,9
"images/val/273271,299570006cb822b1.jpg",2,0.8823568224906921,0.9697444438934326,0.9824205636978149,1.0,1.0,1.0,1.0,1.0,1.0,32.0,0.6360041499137878,0.22301334142684937,0.9821428656578064,0.017857134342193604,0.1428571492433548,0.0,1
"images/val/273271,299570006cb822b1.jpg",3,0.8774635195732117,0.9750096797943115,0.9865346550941467,1.0,1.0,1.0,1.0,1.0,1.0,16.0,0.6885175704956055,0.24046266078948975,0.9642857313156128,0.03571426868438721,0.2142857164144516,0.0,6
"images/val/273271,299570006cb822b1.jpg",4,0.8668917417526245,0.9843077063560486,0.99117511510849,1.0,1.0,1.0,1.0,1.0,1.0,16.0,0.621321439743042,0.209773451089859,0.9642857313156128,0.03571426868438721,0.2666666805744171,0.0,4
"images/val/273271,299570006cb822b1.jpg",5,0.8433662056922913,0.9448776841163635,0.9687910676002502,0.75,1.0,1.0,0.0,1.0,1.0,16.0,0.5877234935760498,0.19460803270339966,0.9821428656578064,0.017857134342193604,0.1428571492433548,0.0,18
"images/val/273271,299570006cb822b1.jpg",6,0.8394448757171631,0.5663171410560608,0.8655747175216675,1.5,3.0,1.0,1.0,1.0,3.0,8.0,1.0186372995376587,0.693679928779602,0.9821428656578064,0.017857134342193604,0.1428571492433548,0.0,23
"images/val/273271,299570006cb822b1.jpg",7,0.8373744487762451,0.8406569361686707,0.9580171704292297,1.25,2.0,2.0,1.0,1.0,1.0,32.0,0.6938400268554688,0.2558106780052185,0.9309524297714233,0.06904757022857666,0.4375,0.0,19
"images/val/273271,299570006cb822b1.jpg",8,0.8258324861526489,0.8899355530738831,0.9578402042388916,0.75,1.0,1.0,0.0,1.0,1.0,16.0,0.7126266360282898,0.2779114246368408,0.9285714626312256,0.07142853736877441,0.3125,0.0,25
"images/val/273271,299570006cb822b1.jpg",9,0.7933409810066223,0.9209148287773132,0.9734089970588684,1.0,1.0,1.0,1.0,1.0,1.0,16.0,0.6224997043609619,0.20715798437595367,0.9285714626312256,0.07142853736877441,0.2666666805744171,0.0,21
"images/val/273271,299570006cb822b1.jpg",10,0.7635471224784851,0.932171106338501,0.96419358253479,1.0,1.0,1.0,1.0,1.0,1.0,16.0,0.7520133256912231,0.27181315422058105,0.8821429014205933,0.11785709857940674,0.529411792755127,0.0,3
"images/val/273271,299570006cb822b1.jpg",11,0.7587847113609314,0.7273203134536743,0.9222559928894043,1.25,2.0,1.0,1.0,1.0,2.0,16.0,0.7393338680267334,0.3586161136627197,0.9464285969734192,0.05357140302658081,0.20000000298023224,0.0,28
"images/val/273271,299570006cb822b1.jpg",12,0.7448256611824036,0.7872676849365234,0.9238991737365723,1.25,2.0,1.0,1.0,1.0,2.0,16.0,0.7964951992034912,0.33731892704963684,0.8797619342803955,0.12023806571960449,0.4117647111415863,0.0,10
"images/val/273271,299570006cb822b1.jpg",13,0.7170013785362244,0.770903468132019,0.932391881942749,1.25,2.0,1.0,1.0,1.0,2.0,16.0,0.7393523454666138,0.30311277508735657,0.9642857313156128,0.03571426868438721,0.2666666805744171,0.0,24
"images/val/273271,299570006cb822b1.jpg",14,0.7136843800544739,0.8186681270599365,0.9306116104125977,1.25,2.0,1.0,1.0,1.0,2.0,16.0,0.8103282451629639,0.3373470902442932,0.9174107313156128,0.08258926868438721,0.4375,0.0,29
"images/val/273271,299570006cb822b1.jpg",15,0.6760668754577637,0.9588050246238708,0.9755760431289673,1.0,1.0,1.0,1.0,1.0,1.0,16.0,0.7335635423660278,0.2716885209083557,1.0,0.0,0.0,0.0,5
"images/val/273271,299570006cb822b1.jpg",16,0.6604547500610352,0.8881756067276001,0.9610834121704102,1.0,1.0,1.0,1.0,1.0,1.0,16.0,0.7123347520828247,0.27287402749061584,0.8764443397521973,0.12355566024780273,0.6499999761581421,0.0,14
"images/val/273271,299570006cb822b1.jpg",17,0.6600041389465332,0.9297463297843933,0.9599182605743408,0.75,1.0,0.0,1.0,1.0,1.0,16.0,0.6327378749847412,0.21758660674095154,0.9488095045089722,0.05119049549102783,0.375,0.0,15
"images/val/273271,299570006cb822b1.jpg",18,0.6086742281913757,0.6921430826187134,0.9077434539794922,1.25,2.0,1.0,1.0,1.0,2.0,16.0,0.8302937746047974,0.378072053194046,0.913095235824585,0.08690476417541504,0.3125,0.0,22
"images/val/273271,299570006cb822b1.jpg",19,0.6032139658927917,0.9147704839706421,0.9529474377632141,1.0,1.0,1.0,1.0,1.0,1.0,16.0,0.7901558876037598,0.2985278069972992,0.9642857313156128,0.03571426868438721,0.2666666805744171,0.0,-2
"images/val/273271,2c2e6000e67483fc.jpg",0,0.9213849902153015,0.9907453060150146,0.9932820200920105,1.0,1.0,1.0,1.0,1.0,1.0,32.0,0.6744973659515381,0.23852023482322693,0.8479663133621216,0.15203368663787842,0.6666666865348816,0.0,3
